"// SOMLIT somlit.fr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"// hydro - 2020-11-10T14:22:19+00:00 - 2997f90f2138f1cc";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SITE;DATE;HEURE;COEF_MAREE;MAREE;PROFONDEUR_TEXT;PROFONDEUR_NUM;nomSite*;gpsLat*;gpsLong*;T;qT;S;qS;O;qO;PH;qPH;NH4;qNH4;NO3;qNO3;NO2;qNO2;PO4;qPO4;SIOH4;qSIOH4;COP;qCOP;NOP;qNOP;MES;qMES;CHLA;qCHLA
;yyyy-mm-dd;hh:mm:ss;;;;m;;(wgs84);(wgs84);°C;;PSU;;ml/l;;;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µmol/l;;µg/l;;µg/l;;mg/l;;µg/l;
4;1997-01-03;00:00:00;41.00;PM;S;1.00;Estacade;48.7322;-3.98278;8.000;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-01-17;00:00:00;52.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.100;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-02-03;00:00:00;48.00;PM;S;1.00;Estacade;48.7322;-3.98278;8.600;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-02-17;00:00:00;44.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.400;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-03-04;00:00:00;46.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.700;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-03-18;00:00:00;38.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.300;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-04-02;00:00:00;48.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.200;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-06-13;00:00:00;43.00;PM;S;1.00;Estacade;48.7322;-3.98278;14.700;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-06-30;00:00:00;62.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.400;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-07-15;00:00:00;44.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.600;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-07-29;00:00:00;52.00;PM;S;1.00;Estacade;48.7322;-3.98278;17.200;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-08-13;00:00:00;41.00;PM;S;1.00;Estacade;48.7322;-3.98278;17.500;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-08-27;00:00:00;44.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.700;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-09-11;00:00:00;40.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.400;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-09-25;00:00:00;38.00;PM;S;1.00;Estacade;48.7322;-3.98278;17.000;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-10-10;00:00:00;42.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.200;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-10-24;00:00:00;37.00;PM;S;1.00;Estacade;48.7322;-3.98278;14.400;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-11-10;00:00:00;62.00;PM;S;1.00;Estacade;48.7322;-3.98278;12.900;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-11-24;00:00:00;42.00;PM;S;1.00;Estacade;48.7322;-3.98278;12.600;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-12-08;00:00:00;57.00;PM;S;1.00;Estacade;48.7322;-3.98278;12.000;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1997-12-23;00:00:00;38.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.300;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-01-07;00:00:00;58.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.800;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-01-23;00:00:00;40.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.200;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-02-06;00:00:00;51.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.500;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-02-20;00:00:00;38.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.100;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-03-06;00:00:00;48.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.200;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-03-24;00:00:00;49.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.450;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-04-06;00:00:00;46.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.950;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-06-04;00:00:00;45.00;PM;S;1.00;Estacade;48.7322;-3.98278;14.500;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-06-18;00:00:00;60.00;PM;S;1.00;Estacade;48.7322;-3.98278;14.850;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-07-03;00:00:00;40.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.500;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-07-20;00:00:00;64.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.000;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-08-03;00:00:00;41.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.900;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-08-17;00:00:00;53.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.800;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-09-01;00:00:00;36.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.900;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-09-15;00:00:00;47.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.400;2;999999;4;999999;4;999999;4;999996.000;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-10-01;00:00:00;44.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.500;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-10-14;00:00:00;44.00;PM;S;1.00;Estacade;48.7322;-3.98278;14.700;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-10-29;00:00:00;38.00;PM;S;1.00;Estacade;48.7322;-3.98278;14.000;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-11-12;00:00:00;43.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.400;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-11-27;00:00:00;47.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.900;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-12-11;00:00:00;45.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.500;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1998-12-23;00:00:00;75.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.100;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-01-11;00:00:00;38.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.800;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-01-26;00:00:00;55.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.600;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-02-10;00:00:00;33.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.200;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-02-22;00:00:00;51.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.000;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-03-11;00:00:00;31.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.800;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-03-26;00:00:00;47.00;PM;S;1.00;Estacade;48.7322;-3.98278;12.200;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-04-08;00:00:00;43.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.700;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-04-22;00:00:00;61.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.900;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-05-10;00:00:00;46.00;PM;S;1.00;Estacade;48.7322;-3.98278;12.500;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-05-25;00:00:00;56.00;PM;S;1.00;Estacade;48.7322;-3.98278;14.200;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-06-07;00:00:00;49.00;PM;S;1.00;Estacade;48.7322;-3.98278;13.600;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-06-22;00:00:00;46.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.400;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-07-06;00:00:00;59.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.500;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-07-22;00:00:00;40.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.100;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-08-09;00:00:00;78.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.400;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-08-20;00:00:00;34.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.100;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-09-03;00:00:00;57.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.700;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-09-20;00:00:00;35.00;PM;S;1.00;Estacade;48.7322;-3.98278;16.000;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-10-04;00:00:00;47.00;PM;S;1.00;Estacade;48.7322;-3.98278;14.800;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
4;1999-10-06;00:00:00;74.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.100;2;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4;999999;4
3;2000-02-14;11:33:00;50.00;PM;F;60.00;Astan;48.7778;-3.9375;10.000;2;35.913;4;6.46;2;999999;9;0.120;2;12.71;2;0.21;2;0.43;2;4.37;2;999999;9;999999;9;999999;9;0.19;2
3;2000-02-14;11:33:00;50.00;PM;S;1.00;Astan;48.7778;-3.9375;999999;5;34.948;2;6.40;2;999999;9;0.110;2;14.53;2;0.28;2;0.39;2;5.67;3;999999;9;999999;9;999999;9;0.20;2
3;2000-02-28;11:04:00;32.00;PM;F;60.00;Astan;48.7778;-3.9375;13.300;4;34.977;2;6.31;2;999999;9;0.130;2;13.88;2;0.24;2;0.48;2;4.89;2;999999;9;999999;9;999999;9;0.22;2
3;2000-02-28;11:04:00;32.00;PM;S;1.00;Astan;48.7778;-3.9375;13.350;4;34.957;2;6.29;2;999999;9;0.120;2;14.01;2;0.25;2;0.46;2;5.06;2;999999;9;999999;9;999999;9;0.20;2
3;2000-03-13;09:55:00;57.00;PM;F;60.00;Astan;48.7778;-3.9375;10.200;2;35.062;2;6.32;2;999999;9;0.120;2;12.43;2;0.26;2;0.45;2;4.55;2;999999;9;999999;9;999999;9;0.31;2
3;2000-03-13;09:55:00;57.00;PM;S;1.00;Astan;48.7778;-3.9375;10.400;2;34.998;2;6.28;2;999999;9;0.150;2;14.03;2;0.32;2;0.43;2;6.02;3;999999;9;999999;9;999999;9;0.27;2
3;2000-03-29;10:44:00;29.00;PM;F;60.00;Astan;48.7778;-3.9375;10.200;2;34.999;2;6.39;2;999999;9;0.230;2;11.88;2;0.30;2;0.43;2;4.33;2;999999;9;999999;9;999999;9;0.36;2
3;2000-03-29;10:44:00;29.00;PM;S;1.00;Astan;48.7778;-3.9375;10.200;2;34.971;2;6.48;2;999999;9;0.220;2;11.70;2;0.29;2;0.43;2;4.20;2;999999;9;999999;9;999999;9;0.40;2
3;2000-04-12;10:14:00;19.00;PM;F;60.00;Astan;48.7778;-3.9375;10.100;2;35.034;2;6.26;2;999999;9;0.170;2;41.40;4;1.42;4;0.41;2;30.52;4;999999;9;999999;9;999999;9;0.37;2
3;2000-04-12;10:14:00;19.00;PM;S;1.00;Astan;48.7778;-3.9375;10.100;2;35.064;2;6.21;2;999999;9;0.130;2;10.37;2;0.28;2;0.33;2;3.33;2;999999;9;999999;9;999999;9;0.30;2
3;2000-04-27;09:53:00;32.00;PM;F;60.00;Astan;48.7778;-3.9375;10.650;2;35.054;2;6.28;2;999999;9;0.580;2;6.90;2;0.23;2;0.26;2;1.86;2;999999;9;999999;9;999999;9;0.40;2
3;2000-04-27;09:53:00;32.00;PM;S;1.00;Astan;48.7778;-3.9375;10.750;2;35.014;2;6.08;2;999999;9;0.730;2;6.76;2;0.18;2;0.12;2;2.03;2;999999;9;999999;9;999999;9;0.22;2
3;2000-05-11;10:06:00;54.00;PM;F;60.00;Astan;48.7778;-3.9375;11.500;2;34.937;2;6.16;2;999999;9;0.730;2;3.65;2;0.19;2;0.10;2;1.34;2;999999;9;999999;9;999999;9;1.13;2
3;2000-05-11;10:06:00;54.00;PM;S;1.00;Astan;48.7778;-3.9375;11.500;2;34.964;2;5.81;3;999999;9;0.800;2;4.19;2;0.25;2;0.10;2;1.47;2;999999;9;999999;9;999999;9;1.06;2
3;2000-05-26;09:13:00;39.00;PM;F;60.00;Astan;48.7778;-3.9375;14.150;4;34.816;2;5.85;2;999999;9;0.790;2;5.95;2;0.35;2;0.13;2;2.73;2;999999;9;999999;9;999999;9;0.44;2
3;2000-05-26;09:13:00;39.00;PM;S;1.00;Astan;48.7778;-3.9375;12.300;2;34.780;2;5.97;2;999999;9;0.800;2;5.34;2;0.31;2;0.12;2;2.73;2;999999;9;999999;9;999999;9;0.87;2
3;2000-06-09;09:44:00;60.00;PM;F;60.00;Astan;48.7778;-3.9375;12.950;2;34.866;2;5.93;2;999999;9;0.670;2;25.98;4;1.06;4;0.02;2;23.03;4;999999;9;999999;9;999999;9;0.39;2
3;2000-06-09;09:44:00;60.00;PM;S;1.00;Astan;48.7778;-3.9375;12.950;2;34.818;2;5.99;2;999999;9;0.770;2;4.75;2;0.25;2;0.09;2;2.81;2;999999;9;999999;9;999999;9;0.41;2
3;2000-06-26;10:43:00;48.00;PM;F;60.00;Astan;48.7778;-3.9375;13.550;2;34.880;2;6.00;2;999999;9;0.750;2;10.42;4;0.51;3;0.17;2;7.23;4;999999;9;999999;9;999999;9;0.48;2
3;2000-06-26;10:43:00;48.00;PM;S;1.00;Astan;48.7778;-3.9375;13.850;2;34.896;2;5.94;2;999999;9;0.570;3;5.19;2;0.32;2;0.09;2;2.90;2;999999;9;999999;9;999999;9;0.56;2
3;2000-07-10;10:12:00;49.00;PM;F;60.00;Astan;48.7778;-3.9375;14.200;2;34.536;4;5.62;4;999999;9;0.650;2;3.71;2;0.27;2;0.14;2;2.42;2;999999;9;999999;9;999999;9;0.18;2
3;2000-07-10;10:12:00;49.00;PM;S;1.00;Astan;48.7778;-3.9375;14.300;2;34.974;2;5.45;4;999999;9;0.760;2;3.34;2;0.27;2;0.03;2;2.51;2;999999;9;999999;9;999999;9;0.18;2
3;2000-07-25;09:53:00;50.00;PM;F;60.00;Astan;48.7778;-3.9375;14.700;2;35.120;2;6.03;2;999999;9;0.380;3;1.69;2;0.25;2;0.14;2;1.43;2;999999;9;999999;9;999999;9;1.29;2
3;2000-07-25;09:53:00;50.00;PM;S;1.00;Astan;48.7778;-3.9375;14.750;2;35.092;2;6.04;2;999999;9;0.420;3;2.05;2;0.26;2;0.16;2;1.86;2;999999;9;999999;9;999999;9;1.86;2
3;2000-08-09;11:32:00;39.00;PM;F;60.00;Astan;48.7778;-3.9375;15.050;2;35.558;4;5.78;3;999999;9;0.710;2;2.60;2;0.36;2;0.09;2;2.81;2;999999;9;999999;9;999999;9;0.54;2
3;2000-08-09;11:32:00;39.00;PM;S;1.00;Astan;48.7778;-3.9375;15.950;2;35.198;2;6.11;2;999999;9;0.270;3;1.61;2;0.24;2;0.09;2;2.47;2;999999;9;999999;9;999999;9;0.67;2
3;2000-08-24;10:33:00;47.00;PM;F;60.00;Astan;48.7778;-3.9375;15.450;2;35.295;2;5.68;2;999999;9;0.680;2;2.05;2;0.50;2;0.21;2;2.38;2;999999;9;999999;9;999999;9;0.75;2
3;2000-08-24;10:33:00;47.00;PM;S;1.00;Astan;48.7778;-3.9375;999999;5;35.728;4;5.71;2;999999;9;0.720;2;1.87;2;0.49;2;0.24;2;2.38;2;999999;9;999999;9;999999;9;0.50;2
3;2000-09-07;10:39:00;31.00;PM;F;60.00;Astan;48.7778;-3.9375;15.150;2;35.387;2;6.53;4;999999;9;0.640;2;3.70;2;0.65;2;0.29;2;3.55;2;999999;9;999999;9;999999;9;0.31;2
3;2000-09-07;10:39:00;31.00;PM;S;1.00;Astan;48.7778;-3.9375;15.600;2;35.315;2;5.47;2;999999;9;0.670;2;3.78;2;0.57;2;0.19;2;4.20;3;999999;9;999999;9;999999;9;0.62;2
3;2000-09-22;10:16:00;44.00;PM;F;60.00;Astan;48.7778;-3.9375;14.950;2;35.381;2;5.51;2;999999;9;0.270;2;4.91;2;0.65;2;0.41;2;3.81;2;999999;9;999999;9;999999;9;0.50;2
3;2000-09-22;10:16:00;44.00;PM;S;1.00;Astan;48.7778;-3.9375;14.950;2;35.384;2;4.49;4;999999;9;0.310;2;4.72;2;0.65;2;0.41;2;3.59;2;999999;9;999999;9;999999;9;0.43;2
3;2000-10-06;09:42:00;28.00;PM;F;60.00;Astan;48.7778;-3.9375;14.550;2;35.395;2;5.49;2;999999;9;0.210;2;5.44;2;0.72;2;0.48;2;3.90;2;999999;9;999999;9;999999;9;0.30;2
3;2000-10-06;09:42:00;28.00;PM;S;1.00;Astan;48.7778;-3.9375;14.600;2;35.366;2;5.48;2;999999;9;0.230;2;5.32;2;0.70;2;0.43;2;3.85;2;999999;9;999999;9;999999;9;0.43;2
3;2000-10-20;08:43:00;51.00;PM;F;60.00;Astan;48.7778;-3.9375;14.150;2;35.349;2;5.57;2;999999;9;0.050;2;6.60;2;0.81;2;0.53;2;4.29;2;999999;9;999999;9;999999;9;0.28;2
3;2000-10-20;08:43:00;51.00;PM;S;1.00;Astan;48.7778;-3.9375;999999;5;35.302;2;5.52;2;999999;9;0.040;2;6.82;2;0.82;2;0.50;2;4.37;2;999999;9;999999;9;999999;9;0.19;2
3;2000-11-08;13:40:00;62.00;PM;F;60.00;Astan;48.7778;-3.9375;13.000;2;35.264;2;5.71;2;999999;9;0.200;3;8.08;2;0.44;2;0.60;2;3.94;2;999999;9;999999;9;999999;9;0.24;2
3;2000-11-08;13:40:00;62.00;PM;S;1.00;Astan;48.7778;-3.9375;13.000;2;35.316;2;5.71;2;999999;9;0.080;2;7.71;2;0.44;2;0.66;2;3.94;2;999999;9;999999;9;999999;9;0.44;2
3;2000-11-20;11:21:00;55.00;PM;F;60.00;Astan;48.7778;-3.9375;12.300;2;35.371;2;5.81;2;999999;9;0.050;2;21.28;4;0.76;3;0.68;2;15.45;4;999999;9;999999;9;999999;9;0.25;2
3;2000-11-20;11:21:00;55.00;PM;S;1.00;Astan;48.7778;-3.9375;12.300;2;35.309;2;5.81;2;999999;9;0.030;2;10.18;2;0.33;2;0.60;2;5.67;3;999999;9;999999;9;999999;9;0.30;2
3;2000-12-04;10:19:00;36.00;PM;F;60.00;Astan;48.7778;-3.9375;11.950;2;35.236;2;5.85;2;999999;9;0.020;2;10.16;2;0.26;2;0.58;2;5.15;3;999999;9;999999;9;999999;9;0.22;2
3;2000-12-04;10:19:00;36.00;PM;S;1.00;Astan;48.7778;-3.9375;12.000;2;35.249;2;5.85;2;999999;9;0.070;2;9.32;2;0.22;2;0.58;2;4.68;2;999999;9;999999;9;999999;9;0.28;2
3;2000-12-19;11:43:00;55.00;PM;F;60.00;Astan;48.7778;-3.9375;11.850;2;35.173;2;5.97;2;999999;9;0.040;2;10.61;2;0.22;2;0.54;2;4.81;2;999999;9;999999;9;999999;9;0.21;2
3;2000-12-19;11:43:00;55.00;PM;S;1.00;Astan;48.7778;-3.9375;11.900;2;35.043;2;5.96;2;999999;9;0.030;2;10.66;2;0.22;2;0.54;2;4.98;2;999999;9;999999;9;999999;9;0.17;2
4;2000-02-14;11:33:00;50.00;PM;S;1.00;Estacade;48.7322;-3.98278;12.000;3;35.149;4;6.58;2;999999;9;0.170;2;14.44;2;0.24;2;0.41;2;5.41;2;999999;9;999999;9;999999;9;0.25;2
4;2000-02-28;11:04:00;32.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.350;2;34.867;2;6.42;2;999999;9;0.140;2;17.09;3;0.27;2;0.40;2;5.84;2;999999;9;999999;9;999999;9;0.24;2
4;2000-03-13;09:55:00;57.00;PM;S;1.00;Estacade;48.7322;-3.98278;10.500;2;34.956;2;6.60;2;999999;9;0.280;2;14.41;2;0.36;2;0.36;2;6.36;2;999999;9;999999;9;999999;9;0.29;2
4;2000-03-29;10:44:00;29.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.700;2;34.935;2;6.44;2;999999;9;0.280;2;11.14;2;0.30;2;0.38;2;4.11;2;999999;9;999999;9;999999;9;0.68;2
4;2000-04-12;10:14:00;19.00;PM;S;1.00;Estacade;48.7322;-3.98278;9.850;2;35.012;2;6.39;2;999999;9;0.310;2;9.97;2;0.26;2;0.28;2;3.12;2;999999;9;999999;9;999999;9;0.30;2
4;2000-04-27;09:53:00;32.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.000;2;34.971;2;6.20;2;999999;9;0.340;2;5.55;2;0.19;2;0.14;2;1.69;2;999999;9;999999;9;999999;9;0.17;2
4;2000-05-11;10:06:00;54.00;PM;S;1.00;Estacade;48.7322;-3.98278;11.800;2;34.962;2;6.37;2;999999;9;0.570;2;3.17;2;0.16;2;0.02;2;1.34;2;999999;9;999999;9;999999;9;1.45;2
4;2000-05-26;09:13:00;39.00;PM;S;1.00;Estacade;48.7322;-3.98278;12.700;2;34.678;2;6.20;2;999999;9;0.470;2;6.92;3;0.39;3;0.16;3;4.63;3;999999;9;999999;9;999999;9;0.88;2
4;2000-06-09;09:44:00;60.00;PM;S;1.00;Estacade;48.7322;-3.98278;13.750;2;34.792;2;6.56;2;999999;9;0.320;2;3.10;2;0.19;2;0.03;2;2.29;2;999999;9;999999;9;999999;9;0.62;2
4;2000-06-26;10:43:00;48.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.200;3;34.819;2;7.53;4;999999;9;0.080;2;1.59;2;0.17;2;0.17;3;1.69;2;999999;9;999999;9;999999;9;0.77;2
4;2000-07-10;10:12:00;49.00;PM;S;1.00;Estacade;48.7322;-3.98278;999999;5;35.513;4;5.48;4;999999;9;0.340;3;6.10;4;0.38;3;0.09;2;3.77;3;999999;9;999999;9;999999;9;0.38;3
4;2000-07-25;09:53:00;50.00;PM;S;1.00;Estacade;48.7322;-3.98278;15.350;2;35.004;2;6.15;2;999999;9;0.100;2;0.42;2;0.14;2;0.09;2;1.08;2;999999;9;999999;9;999999;9;1.29;2
